Player Id,First Name,Last Name,Country,Gender,Alt Last Name 1,Alt Last Name 2,DOB,Hand,Backhand
CReyn,Candy,Reynolds,USA,F,,,1955-03-24,,
CRoch,Christophe,Rochus,Belgium,M,,,1978-12-15,R,
CRous,Capucine,Rousseau,France,F,,,1980-04-21,,
CRubi,Chanda,Rubin,USA,F,,,1976-02-18,R,2
CRuud,Christian,Ruud,Norway,M,,,1972-08-24,R,
CSace,Christian,Saceanu,West Germany,M,,,1968-07-08,R,
CSaul,Cyril,Saulnier,France,M,,,1975-08-16,R,
CScha,Claudine,Schaul,Luxembourg,F,,,1983-08-20,R,2
CSche,Chanelle,Scheepers,South Africa,F,,,1984-03-13,R,2
CSimm,Chanel,Simmonds,South Africa,F,,,1992-08-10,L,2
CSing,Christina,Singer,West Germany,F,Bath,,1968-07-27,,
CStey,Christo,Steyn,South Africa,M,,,1961-05-01,R,
CSuar,Carla,Suarez Navarro,Spain,F,,,1988-09-03,R,1
CSuir,Catherine,Suire,France,F,,,1959-09-15,,
CSuk,Cyril,Suk,Czechoslovakia,M,,,1967-01-29,R,2
CTanv,Catherine,Tanvier,France,F,,,1965-05-28,,
CTayl,Claire,Taylor,UK,F,,,1975-02-17,,
CTess,Cristina,Tessi,Argentina,F,,,1972-07-20,,
CThom,Clare,Thompson,Australia,F,,,1963-06-10,,
CTole,Claudine,Toleafoa,New Zealand,F,,,1963-04-14,,
CTorr,Cristina,Torrens Valero,Spain,F,,,1974-09-12,R,2
CTuri,Carl,Turich,Australia,M,,,1969-03-01,,
CUSte,Carl-Uwe,Steeb,Germany,M,,,1967-09-01,L,
CVand,Coco,Vandeweghe,USA,F,,,1991-12-06,R,2
CVanG,Christophe,Van Garsse,Belgium,M,,,1974-06-21,R,
CVanR,Christo,Van Rensburg,South Africa,M,,,1962-10-23,R,
CVinc,Christian,Vinck,Germany,M,,,1975-09-03,L,
CVis,Caroline,Vis,Netherlands,F,,,1970-03-04,R,
CWats,Cindy,Watson,Australia,F,,,1978-03-24,,
CWegi,Claire,Wegink,Netherlands,F,,,1967-09-29,,
CWhee,Christina,Wheeler,Australia,F,,,1982-04-15,R,2
CWilk,Chris,Wilkinson,UK,M,,,1970-01-05,R,
CWitt,Carina,Witthoeft,Germany,F,,,1995-02-16,R,2
CWozn,Caroline,Wozniacki,Denmark,F,,,1990-07-11,R,2
CyMacG,Cynthia,Macgregor,USA,F,,,1964-03-28,,
DAdam,David,Adams,South Africa,M,,,1970-01-05,R,
DAHan,Dee-Ann,Hansel,USA,F,,,1962-06-11,,
DalRand,Dally,Randriantefy,Madagascar,F,,,1977-02-23,R,2
DavRand,Dave,Randall,USA,M,,,1967-05-08,R,
DBale,Dianne,Balestrat,Australia,F,,,1956-08-10,L,
DBeda,Daja,Bedanova,Czech Republic,F,,,1983-03-09,R,2
DBoss,Dick,Bosse,South Africa,M,,,1967-08-01,,
DBrac,Daniele,Bracciali,Italy,M,,,1978-01-10,R,
DBran,Daniel,Brands,Germany,M,,,1987-07-17,R,
DBrit,Devin,Britton,USA,M,,,1991-03-17,R,2
DBrow,Dustin,Brown,Germany,M,,,1984-12-08,R,
DButh,Dawn,Buth,USA,F,,,1976-05-29,R,2
DCahi,Darren,Cahill,Australia,M,,,1965-10-02,R,
DCald,David,Caldwell,USA,M,,,1974-06-13,R,
DCass,Dan,Cassidy,USA,M,,,1961-04-29,R,
DChla,Denisa,Chladkova,Czech Republic,F,,,1979-02-08,R,
DCibu,Dominika,Cibulkova,Slovakia,F,,,1989-05-06,R,2
DCour,Daniel,Courcol,France,M,,,1969-04-26,,
DCox,Daniel,Cox,UK,M,,,1990-09-28,R,2
DDier,Dirk,Dier,West Germany,M,,,1972-02-16,R,
DDiLu,David,Di Lucia,USA,M,,,1970-01-15,R,
DDzum,Damir,Dzumhur,Bosnia Herzegovina,M,,,1992-05-20,R,
DElsn,Daniel,Elsner,Germany,M,,,1979-01-04,R,
DEnge,David,Engel,Sweden,M,,,1967-10-17,R,
DEvan,Daniel,Evans,UK,M,,,1990-05-23,R,1
DFabe,Donna,Faber,USA,F,,,1971-07-05,,
DFelg,David,Felgate,UK,M,,,1964-03-19,R,
DFerr,David,Ferrer,Spain,M,,,1982-04-02,R,2
DFlac,Doug,Flach,USA,M,,,1970-08-10,R,
DGavr,Daria,Gavrilova,Russia,F,,,1994-03-05,,
DGime,Daniel,Gimeno-Traver,Spain,M,,,1985-08-07,R,
DGoff,David,Goffin,Belgium,M,,,1990-12-07,R,2
DGold,Dan,Goldie,USA,M,,,1963-10-03,R,
DGolo,Denis,Golovanov,Russia,M,,,1979-03-27,L,2
DGrah,Debbie,Graham,USA,F,,,1970-08-25,,
DGrem,Denis,Gremelmayr,Germany,M,,,1981-08-16,L,2
DGuez,David,Guez,France,M,,,1982-12-08,R,2
DHant,Daniela,Hantuchova,Slovakia,F,,,1983-04-23,R,2
DHart,Diego,Hartfield,Argentina,M,,,1981-01-31,R,
DHrba,Dominik,Hrbaty,Slovakia,M,,,1978-01-04,R,2
DiePere,Diego,Perez,Uruguay,M,,,1962-02-09,R,
DIsto,Denis,Istomin,Uzbekistan,M,,,1986-09-07,R,2
DiVanR,Dianne,Van Rensburg,South Africa,F,,,1968-03-04,,
DiWu,Di,Wu,China,M,,,1991-09-14,R,
DJohn,Donald,Johnson,USA,M,,,1968-09-09,L,
DJone,Danielle,Jones,Australia,F,,,1969-03-04,,
DJunq,Diego,Junqueira,Argentina,M,,,1980-12-28,L,
DKere,Damir,Keretic,Germany,M,,,1960-03-26,R,
DKind,Dieter,Kindlmann,Germany,M,,,1982-06-03,R,
DKoel,Daniel,Koellerer,Austria,M,,,1983-08-17,R,
DKovi,Danka,Kovinic,Montenegro,F,,,1994-11-18,R,2
DKraj,Denisa,Krajcovicova,Czechoslovakia,F,,,1968-10-18,,
DKudl,Denis,Kudla,USA,M,,,1992-08-17,R,2
DLajo,Dusan,Lajovic,Serbia,M,,,1990-06-30,R,
DLeay,Donni,Leaycraft,USA,M,,,1968-07-18,,
DLojd,Dusan,Lojda,Czech Republic,M,,,1988-03-08,L,2
DMacP,David,Macpherson,Australia,M,,,1967-07-03,L,
DMarc,Danilo,Marcelino,Brazil,M,,,1966-03-08,R,
DMarr,David,Marrero,Spain,M,,,1980-04-08,R,
DMeff,Dominik,Meffert,Germany,M,,,1981-04-09,R,2
DMona,Dominique,Monami,Belgium,F,Van Roost,,1973-05-31,R,
DMoya,Diego,Moyano,Argentina,M,,,1975-03-14,R,
DMPes,Dinu-Mihai,Pescariu,Romania,M,,,1974-04-12,R,
DMuno,Daniel,Munoz-De La Nava,Spain,M,,,1982-01-29,L,2
DMusa,Daniele,Musa,Italy,M,,,1972-09-10,R,
DNain,David,Nainkin,South Africa,M,,,1970-09-20,R,
DNalb,David,Nalbandian,Argentina,M,,,1982-01-01,R,2
DNarg,Diego,Nargiso,Italy,M,,,1970-03-15,L,
DNest,Daniel,Nestor,Canada,M,,,1972-09-04,L,
DNorm,Dick,Norman,Belgium,M,,,1971-03-01,L,
DNovi,Dennis,Novikov,USA,M,,,1993-11-06,R,
DOlej,Dawid,Olejniczak,Poland,M,,,1983-03-01,R,2
DOrsa,Daniel,Orsanic,Argentina,M,,,1968-06-11,L,
DPate,David,Pate,USA,M,,,1962-04-16,R,
DPatt,Darren,Patten,Australia,M,,,1970-08-10,,
DPereM,Didac,Perez-Minarro,Spain,M,,,1981-09-07,,
DPetr,Dejan,Petrovic,Australia,M,,,1978-04-03,R,
DPfiz,Dinah,Pfizenmaier,Germany,F,,,1992-01-13,,
DPoli,Dimitri,Poliakov,USSR,M,,,1968-01-19,R,
DPrin,David,Prinosil,Germany,M,,,1973-03-09,R,
DRikl,David,Rikl,Czech Republic,M,,,1971-02-27,L,
DRost,Derrick,Rostagno,USA,M,,,1965-10-25,R,
DSafi,Dinara,Safina,Russia,F,,,1986-04-27,R,2
DSanc,David,Sanchez-Munoz,Spain,M,,,1978-04-20,R,
DSang,Savide,Sanguinetti,Italy,M,,,1972-08-25,R,
DSaps,Danny,Sapsford,UK,M,,,1969-04-03,R,2
DSela,Dudi,Sela,Israel,M,,,1985-04-04,R,
DSher,David,Sherwood,UK,M,,,1980-04-06,,
DSkoc,David,Skoch,Czech Republic,M,,,1976-11-06,R,
DSmet,Daniel,Smethurst,UK,M,,,1990-10-13,R,2
DSSch,Diego Sebastian,Schwartzman,Argentina,M,,,1992-08-16,R,2
DSzab,Denisa,Szabova,Czechoslovakia,F,Krajcovicova,,1968-11-18,,
DThie,Dominic,Thiem,Austria,M,,,1993-09-03,R,
DTurs,Dmitry,Tursunov,Russia,M,,,1982-12-12,R,2
DUdom,Danai,Udomchoke,Thailand,M,,,1981-08-11,R,
DVace,Daniel,Vacek,Czech Republic,M,,,1971-04-01,R,
DVanS,Dennis,Van Scheppingen,Netherlands,M,,,1975-07-05,R,
DVeki,Donna,Vekic,Croatia,F,,,1996-06-28,R,2
DVemi,Dusan,Vemic,Serbia,M,,,1976-06-17,R,2
DViss,Danie,Visser,South Africa,M,,,1961-07-26,L,
DWhea,David,Wheaton,USA,M,,,1969-06-02,R,
DWitt,David,Witt,USA,M,,,1973-06-02,R,
DYoun,Donald,Young,USA,M,,,1989-07-23,L,2
EBalt,Elena,Baltacha,UK,F,,,1983-08-14,R,2
EBenf,Emilio,Benfele-Alvarez,Spain,M,,,1972-11-15,R,
EBeng,Eduardo,Bengoechea,Argentina,M,,,1959-07-02,R,
EBesO,Eva,Bes-Ostariz,Spain,F,,,1973-01-14,R,2
EBirn,Eva,Birnerova,Czech Republic,F,,,1984-08-14,R,2
EBouc,Eugenie,Bouchard,Canada,F,,,1994-02-25,R,2
EBovi,Elena,Bovina,Russia,F,,,1983-03-10,R,2
EBrio,Elena,Bryoukhovets,USSR,F,,,1971-06-08,,
EBurg,Elise,Burgin,USA,F,,,1962-03-05,,
EBych,Ekaterina,Bychkova,Russia,F,,,1985-06-05,R,2
ECabe,Estrella,Cabeza-Candela,Spain,F,,,1987-02-20,R,2
ECall,Els,Callens,Belgium,F,,,1970-08-20,R,2
ECuru,Emmanuelle,Curutchet,France,F,,,1978-12-19,,
EDani,Eleni,Daniilidou,Greece,F,,,1982-09-19,R,1
EDelo,Erika,De Lone,USA,F,,,1972-10-14,R,2
EDeme,Elena,Dementieva,Russia,F,,,1981-10-15,R,
EDerl,Emmanuelle,Derly,France,F,,,1970-04-30,,
EDomi,Evie,Dominikovic,Australia,F,,,1980-05-29,R,2
EDons,Evgeny,Donskoy,Russia,M,,,1990-05-09,R,
EDyrb,Eva,Dyrberg,Denmark,F,,,1980-02-17,R,2
EEdwa,Eddie,Edwards,South Africa,M,,,1956-07-03,R,
EErli,Eyal,Erlich,Israel,M,,,1977-01-01,R,
EFaut,Evelyn,Fauth,Austria,F,,,1976-11-27,R,
EFerr,Ellis,Ferreira,South Africa,M,,,1970-02-19,L,
EFisl,Eva,Fislova,Slovakia,F,,,1981-03-17,R,2
EGagl,Emmanuelle,Gagliardi,Switzerland,F,,,1976-07-09,R,2
EGall,Edina,Gallovits,Romania,F,Hall,,1984-12-10,R,
EGalp,Elizabeth,Galphin,USA,F,,,1968-08-26,,
EGulb,Ernests,Gulbis,Latvia,M,,,1988-08-30,R,2
EHaka,Elly,Hakami,USA,F,,,1969-08-25,R,B
EHrdi,Eva,Hrdinova,Czech Republic,F,,,1984-06-15,R,2
EIida,Ei,Iida,Japan,F,,,1967-09-09,,
EInou,Etsuko,Inoue,Japan,F,Kaneshiro,,1964-10-18,,
EIvan,Ekaterina,Ivanova,Russia,F,,,1987-12-18,,
EJele,Eric,Jelen,Germany,M,,,1965-03-11,R,
EKemp,Edwin,Kempes,Netherlands,M,,,1976-06-23,R,
EkMaka,Ekaterina,Makarova,Russia,F,,,1988-06-07,L,
EKoro,Evgeny,Korolev,Russia,M,,,1988-02-14,R,2
EKrap,Eva,Krapl,Switzerland,F,,,1966-01-16,,
EKuli,Evgenia,Kulikovskaya,Russia,F,,,1978-12-21,L,
ELain,Emma,Laine,Finland,F,,,1986-03-26,L,
ELikh,Elena,Likhovtseva,Russia,F,,,1975-09-08,R,
ELine,Evgenia,Linetskaya,Russia,F,,,1986-11-30,R,2
ElMaka,Elena,Makarova,Russia,F,,,1973-02-01,,
ELoit,Emilie,Loit,France,F,,,1979-06-09,L,2
EMani,Eugenia,Maniokova,CIS,F,,,1968-05-17,,
EMart,Eva,Martincova,Czechoslovakia,F,,,1975-03-04,,
EMass,Eduardo,Masso,Belgium,M,,,1964-01-11,L,
EMint,Elizabeth,Minter,Australia,F,,,1965-08-23,,
EMSch,Eva-Maria,Schurhoff,Germany,F,,,1969-12-08,,
EOkag,Emiko,Okagawa,Japan,F,Sakaguchi,,1964-12-28,,
EOsta,Eduardo,Osta Valenti,Spain,M,,,1959-09-04,L,
EPamp,Elena,Pampoulova,Bulgaria,F,Wagner,,1972-05-17,,
EPfaf,Eva,Pfaff,West Germany,F,,,1961-02-10,,
EProd,Eric,Prodon,France,M,,,1981-06-27,R,1
ERan,Eyal,Ran,Israel,M,,,1972-11-21,R,
ERein,Elna,Reinach,South Africa,F,,,1968-09-02,,
ERodi,Evgeniya,Rodina,Russia,F,,,1989-02-04,R,
ERoge,Edouard,Roger-Vasselin,France,M,,,1983-11-28,R,
ERoss,Eleni,Rossides,USA,F,,,1967-10-23,,
ESanc,Emilio,Sanchez,Spain,M,,,1965-05-29,R,
ESchw,Eduardo,Schwank,Argentina,M,,,1986-04-23,R,
ESmyl,Elizabeth,Smylie,Australia,F,,,1963-04-11,,
ESvig,Eva,Sviglerova,Czechoslovakia,F,,,1971-07-13,,
ESvit,Elina,Svitolina,Ukraine,F,,,1994-09-12,R,2
ETain,Eric,Taino,USA,M,,,1975-03-18,L,
ETata,Elena,Tatarkova,Ukraine,F,,,1976-08-22,L,2
EVesn,Elena,Vesnina,Russia,F,,,1986-08-01,R,
EWebl,Emily,Webley-Smith,UK,F,,,1984-07-14,,
EWino,Eric,Winogradsky,France,M,,,1966-04-22,R,
EZard,Emanuela,Zardo,Switzerland,F,,,1970-04-24,,
FArgu,Facundo,Arguello,Argentina,M,,,1992-08-14,R,2
FBagn,Facundo,Bagnis,Argentina,M,,,1990-02-27,L,2
FBons,Federica,Bonsignori,Italy,F,,,1967-11-20,,
FBrow,Federico,Browne,Argentina,M,,,1976-04-07,R,
FCanc,Francesco,Cancellotti,italy,M,,,1963-02-27,R,
FCipo,Flavio,Cipolla,Italy,M,,,1983-10-20,R,
FClav,Francisco,Clavet,Spain,M,,,1968-10-24,L,
FDanc,Frank,Dancevic,Canada,M,,,1984-09-26,R,
FDavi,Franco,Davin,Argentina,M,,,1970-01-11,L,
FDelb,Federico,Delbonis,Argentina,M,,,1990-10-05,L,
FDenh,Frank,Dennhardt,Germany,M,,,1967-12-06,L,
FDeWu,Filip,De Wulf,Belgium,M,,,1972-03-15,R,
FFerr,Francisco,Ferreiro,Brazil,M,,,1984-07-01,R,
FFett,Frederik,Fetterlein,Denmark,M,,,1970-07-11,R,
FFogn,Flavio,Fognini,Italy,M,,,1987-05-24,R,2
FFont,Frederic,Fontang,France,M,,,1970-03-18,R,
FGil,Frederico,Gil,Portugal,M,,,1985-03-24,R,
FGonz,Fernando,Gonzalez,Chile,M,,,1980-07-29,R,1
FHaum,Federica,Haumuller,Argentina,F,,,1972-12-05,,
FiFerr,Fiona,Ferro,France,F,,,1997-03-12,R,2
FJons,Fredrik,Jonsson,Sweden,M,,,1977-03-28,R,
FKraj,Filip,Krajinovic,Serbia,M,,,1992-02-27,R,2
FLaba,Florencia,Labat,Argentina,F,,,1971-06-12,,
FLi,Fang,Li,China,F,,,1973-01-01,R,
FLope,Feliciano,Lopez,Spain,M,,,1981-09-20,L,1
FLubi,Francesca,Lubiani,Italy,F,,,1977-07-12,L,B
FLuna,Fernando,Luna,Spain,M,,,1958-04-24,R,
FLuzz,Federico,Luzzi,Italy,M,,,1980-01-03,R,
FMaci,Francisco,Maciel,Mexico,M,,,1964-01-07,R,
FMant,Felix,Mantilla,Spain,M,,,1974-09-23,R,
FMaye,Florian,Mayer,Germany,M,,,1983-10-05,R,
FMeli,Fernando,Meligeni,Brazil,M,,,1971-04-12,L,
FMont,Francisco,Montana,USA,M,,,1969-11-05,R,
FNiel,Frederik,Nielsen,Denmark,M,,,1983-08-27,R,2
FNiem,Frederic,Niemeyer,Canada,M,,,1976-04-24,R,
FPenn,Flavia,Pennetta,Italy,F,,,1982-02-25,R,2
FPerf,Flora,Perfetti,Italy,F,,,1969-01-29,,
FRive,Felipe,Rivera,Chile,M,,,1971-05-10,R,
FRoes,Fernando,Roese,Brazil,M,,,1965-08-24,R,
FRoig,Francisco,Roig,Spain,M,,,1968-04-01,R,
FRoma,Francesca,Romano,Italy,F,,,1971-02-07,,
FSant,Fabrice,Santoro,France,M,,,1972-12-09,R,B
FSare,Flavio,Saretta,Brazil,M,,,1980-06-28,R,
FSchi,Francesca,Schiavone,Italy,F,,,1980-06-23,R,
FSerr,Florent,Serra,France,M,,,1981-02-28,R,
FSqui,Franco,Squillari,Argentina,M,,,1975-08-22,L,1
FVegl,Filippo,Veglio,Switzerland,M,,,1974-03-21,R,
FVerd,Fernando,Verdasco,Spain,M,,,1983-11-15,L,2
FVice,Fernando,Vicente,Spain,M,,,1977-03-08,R,
FVito,Frederico,Vitoux,France,M,,,1970-10-30,R,
FVola,Filippo,Volandri,Italy,M,,,1981-09-05,R,
FWibi,Fernon,Wibier,Netherlands,M,,,1971-02-25,R,
FYuni,Francisco,Yunis,Argentina,M,,,1964-08-12,R,
FZulu,Fabiola,Zuluaga,Colombia,F,,,1979-01-07,R,
GAlca,Guillermo,Alcaide,Spain,M,,,1986-05-27,R,2
GaMull,Gary,Muller,South Africa,M,,,1964-12-27,L,
GAndr,Guido,Andreozzi,Argentina,M,,,1991-08-05,R,2
GArn,Greta,Arn,Hungary,F,,,1979-04-13,R,
GBast,George,Bastl,Switzerland,M,,,1975-04-01,R,
GBigg,Gail,Biggs,Australia,F,,,1970-08-25,,
GBlan,Galo,Blanco,Spain,M,,,1976-10-08,R,
GBloo,Gilad,Bloom,Israel,M,,,1967-03-01,L,
GBrod,Gail,Brodsky,USA,F,,,1991-06-05,R,2
GCana,Guillermo,Canas,Argentina,M,,,1977-11-25,R,2
GCarr,Gregory,Carraz,France,M,,,1975-04-09,R,
GCaso,Giulia,Casoni,Italy,F,,,1978-04-18,R,2
GConn,Grant,Connell,Canada,M,,,1965-11-17,L,
GCori,Guillermo,Coria,Argentina,M,,,1982-01-13,R,2
GDimi,Grigor,Dimitrov,Bulgaria,M,,,1991-05-16,R,1
GDoyl,Grant,Doyle,Australia,M,,,1974-01-09,R,
GDulk,Gisela,Dulko,Argentina,F,,,1985-01-30,R,2
GElia,Gastao,Elias,Portugal,M,,,1990-11-24,R,
GElse,Gilles,Elseneer,Belgium,M,,,1978-03-06,R,
GEtli,Gaston,Etlis,Argentina,M,,,1974-11-04,R,
GFern,Gigi,Fernandez,USA,F,,,1964-02-22,R,
GFich,Gustav,Fichardt,South Africa,M,,,1965-07-07,,
GForg,Guy,Forget,France,M,,,1965-01-04,L,1
GGali,Giorgio,Galimberti,Italy,M,,,1976-09-05,R,
GGarc,Guillermo,Garcia-Lopez,Spain,M,,,1983-06-04,R,
GGaud,Gaston,Gaudio,Argentina,M,,,1978-12-09,R,
GGran,Geoff,Grant,USA,M,,,1970-01-16,R,
GHelg,Ginger,Helgeson,USA,F,Nielsen,,1968-09-14,,
GHend,Gary,Henderson,UK,M,,,1969-12-13,,
GHolm,Greg,Holmes,USA,M,,,1963-08-29,R,
GiMull,Gilles,Muller,Luxembourg,M,,,1983-05-09,L,
GIvan,Goran,Ivanisevic,Croatia,M,,,1971-09-13,L,
GJone,Greg,Jones,Australia,M,,,1989-01-31,R,2
GKuer,Gustav,Kuerten,Brazil,M,,,1976-09-10,R,1
GLape,Giovanni,Lapentti,Ecuador,M,,,1983-01-25,R,2
GLast,Gabriela,Lastra,USA,F,,,1980-06-07,R,2
GLaye,Glenn,Layendecker,USA,M,,,1961-05-09,L,
GLeon,Gala,Leon Garcia,Spain,F,,,1973-12-23,L,
GLope,German,Lopez-Montoya,Spain,M,,,1971-12-29,R,
GMage,Gretchen,Magers,USA,F,,,1964-02-07,,
GMark,Gabriel,Markus,Argentina,M,,,1970-03-31,R,
GMich,Glenn,Michibata,Canada,M,,,1962-06-13,R,
GMin,Grace,Min,USA,F,,,1994-05-06,R,2
GMina,Gianni,Mina,France,M,,,1992-02-09,R,2
GMiro,Gisele,Miro,Brazil,F,,,1968-11-01,,
GMonf,Gael,Monfils,France,M,,,1986-09-01,R,2
GMoto,Gouici,Motomura,Japan,M,,,1973-12-25,R,
GMugu,Garbine,Muguruza,Spain,F,,,1993-10-08,R,2
GPell,Guido,Pella,Argentina,M,,,1990-05-17,L,2
GPere,Guillermo,Perez-Roldan,Argentina,M,,,1969-10-20,R,
GPizz,Gloria,Pizzichini,Italy,F,,,1975-07-24,R,2
GPozz,Gianluca,Pozzi,Italy,M,,,1965-06-17,L,
GPrpi,Goran,Prpic,Croatia,M,,,1964-05-04,R,
GPuen,German,Puentes-Alcaniz,Spain,M,,,1972-12-18,R,
GRaou,Guillaume,Raoux,France,M,,,1970-02-14,R,
GRufi,Guillaume,Rufin,France,M,,,1990-05-26,R,
GRuse,Greg,Rusedski,UK,M,,,1973-09-06,L,
GSaba,Gabriela,Sabatini,Argentina,F,,,1970-05-16,R,1
GScha,Gilbert,Schaller,Austria,M,,,1969-03-17,R,
GSimo,Gilles,Simon,France,M,,,1984-12-27,R,2
GSoed,Go,Soeda,Japan,M,,,1984-09-05,R,
GSolv,Gerard,Solves,France,M,,,1968-04-07,R,
GStaf,Grant,Stafford,South Africa,M,,,1971-05-27,R,
GStoo,Georgie,Stoop,UK,F,Gent,,1988-01-13,R,2
GVila,Guillermo,Vilas,Argentina,M,,,1952-08-17,L,
GVosk,Galina,Voskoboeva,Russia,F,,,1984-12-18,R,2
GWein,Glenn,Weiner,USA,M,,,1976-04-27,R,
GZeml,Grega,Zemlja,Slovenia,M,,,1986-09-29,R,
HAraz,Hicham,Arazi,Morocco,M,,,1973-10-19,L,
HArma,Hugo,Armando,USA,M,,,1978-05-27,R,1
HCiof,Halle,Cioffi,USA,F,Carroll,,1969-08-05,,
HColl,Hannah,Collin,UK,F,,,1982-02-18,R,2
HCTan,Hao Chen,Tang,China,F,,,1994-02-21,R,2
HDBeu,Hans-Dieter,Beutel,Germany,M,,,1962-06-12,R,
HDeLaP,Horacio,De La Pena,Argentina,M,,,1966-08-01,L,
HDenm,Heath,Denman,Australia,M,,,1971-01-17,R,
HDree,Hendrik,Dreekmann,Germany,M,,,1975-01-29,R,
HElTa,Heidi,El Tabakh,Canada,F,,,1986-09-25,R,2
HGamo,Hermes,Gamonal,Chile,M,,,1977-05-31,R,
HGumy,Hernan,Gumy,Argentina,M,,,1972-03-05,R,
HHolm,Henrik,Holm,Sweden,M,,,1968-08-22,R,
HInou,Haruka,Inoue,Japan,F,,,1977-06-07,R,
HJDav,Hendrik-Jan,Davids,Netherlands,M,,,1969-01-30,R,
HKele,Helen,Kelesi,Canada,F,,,1969-11-15,,
HLeco,Henri,Leconte,France,M,,,1963-07-04,L,
HLevy,Harel,Levy,Israel,M,,,1978-08-05,R,
HLudl,Heather,Ludloff,USA,F,,,1961-06-11,,
HMand,Hana,Mandlikova,Czechoslovakia,F,,,1962-02-19,R,
HMora,Heiner,Moraing,West Germany,M,,,1964-08-03,R,
HMore,Hector,Moretti,Argentina,M,,,1973-01-27,R,
HMori,Hiroki,Moriya,Japan,M,,,1990-10-15,R,2
HNaga,Hiromi,Nagano,Japan,F,,,1971-07-20,,
HNagy,Henrieta,Nagyova,Slovakia,F,,,1978-12-15,R,2
HPark,Holly,Parkinson,USA,F,,,1979-02-10,R,2
HPfis,Hank,Pfister,USA,M,,,1953-10-09,R,2
HSchw,Hans,Schwaier,West Germany,M,,,1964-03-24,R,
HSkof,Horst,Skoff,Austria,M,,,1968-08-22,R,
HSrom,Hana,Sromova,Czech Republic,F,,,1978-04-10,R,2
HSuko,Helena,Sukova,Czechoslovakia,F,,,1965-02-23,R,
HSund,Henrik,Sundstrom,Sweden,M,,,1964-02-29,R,
HTerr,Hellas,Ter Riet,Netherlands,F,,,1968-06-21,,
HTLee,Hyung-Taik,Lee,South Korea,M,,,1976-01-03,R,
HuNa,Hu,Na,USA,F,,,1963-04-16,,
HVanB,Huub,Van Boeckel,Netherlands,M,,,1960-01-25,R,
HWats,Heather,Watson,UK,F,,,1992-05-19,R,2
HWitv,Hester,Witvoet,Netherlands,F,,,1967-07-07,,
HZeba,Horacio,Zeballos,Argentina,M,,,1985-04-27,L,
IAbra,Ivana,Abramovic,Croatia,F,,,1983-09-03,R,2
IAndr,Igor,Andreev,Russia,M,,,1983-07-14,R,2
IBaro,Ivan,Baron,USA,M,,,1972-11-12,R,
IBene,Iveta,Benesova,Czech Republic,F,,,1983-02-01,L,2
IBozo,Ilija,Bozoljac,Serbia,M,,,1985-08-02,R,
IBrem,Iryna,Bremond,France,F,,,1984-10-05,R,2
IBuda,Iva,Budarova,Czechoslovakia,F,,,1960-07-31,,
ICBeg,Irina-Camelia,Begu,Romania,F,,,1990-08-26,R,2
ICerv,Inigo,Cervantes Huegun,Spain,M,,,1989-11-30,R,
ICuet,Isabel,Cueto,Germany,F,,,1968-12-03,,
IDemo,Isabelle,Demongeot,France,F,,,1966-09-18,,
IDodi,Ivan,Dodig,Croatia,M,,,1985-01-02,R,
IDrie,Ingelise,Driehuis,Netherlands,F,,,1967-09-17,,
IFalc,Irina,Falconi,USA,F,,,1990-05-04,R,2
IGaud,Igor,Gaudi,Italy,M,,,1975-04-10,R,
IGorr,Ines,Gorrochategui,Argentina,F,,,1973-06-13,,
IHeub,Ivo,Heuberger,Switzerland,M,,,1976-02-19,R,
IHoll,Isabella,Holland,Australia,F,,,1992-01-02,R,2
IKarl,Ivo,Karlovic,Croatia,M,,,1979-02-28,R,2
IKucz,Iwona,Kuczynska,Poland,F,,,1961-02-22,,
IKuni,Igor,Kunitsyn,Russia,M,,,1981-09-30,R,2
ILaba,Irakli,Labadze,Georgia,M,,,1981-06-09,L,
ILend,Ivan,Lendl,Czechoslovakia,M,,,1960-03-07,R,1
ILisj,Ivana,Lisjak,Croatia,F,,,1987-03-17,R,2
ILjub,Ivan,Ljubicic,Croatia,M,,,1979-03-19,R,1
IMajo,Iva,Majoli,Croatia,F,,,1977-08-12,R,2
IMarc,Ilya,Marchenko,Ukraine,M,,,1987-09-08,R,
IMina,Ivo,Minar,Czech Republic,M,,,1984-05-21,R,
IMira,Ivan,Miranda,Peru,M,,,1980-03-08,R,
INava,Ivan,Navarro,Spain,M,,,1981-10-19,R,1
IPavl,Irena,Pavlovic,France,F,,,1988-09-28,R,2
IPete,Ian,Peter-Budge,Australia,M,,,1968-06-26,,
ISely,Irina,Selyutina,Kazakhstan,F,,,1979-11-07,R,
ISerg,Ivan,Sergeyev,Ukraine,M,,,1988-01-20,R,
ISijs,Igor,Sijsling,Netherlands,M,,,1987-08-18,R,
ISpir,Irini,Spirlea,Romania,F,,,1974-03-26,R,
ITuly,Iroda,Tulganova,Uzbekistan,F,,,1982-01-07,R,2
IVara,Immaculada,Varas-Caro,Spain,F,,,1964-12-08,,
IVDMe,Izak,Ven Der Merwe,South Africa,M,,,1984-01-26,,
IWern,Iwo,Werner,Czechoslovakia,M,,,1960-08-19,R,
JAbe,Julia,Abe,Germany,F,,,1976-05-21,,
JAcas,Jose,Acasuso,Argentina,M,,,1982-10-20,R,1
JAdak,Jacob,Adaktusson,Sweden,M,,,1980-08-31,R,2
